Beeville,TX,28.4731,-97.7071
Winter Garden,FL,28.47857,-81.630986
Windermere,FL,28.4807,-81.5518
Clermont,FL,28.51724828,-81.78506552
Orlando,FL,28.5192467,-81.35409598
Three Rivers,TX,28.5374,-98.144
Titusville,FL,28.54022121,-80.85438636
Groveland,FL,28.5412,-81.8727
Brooksville,FL,28.55954521,-82.43392877
Ocoee,FL,28.5704,-81.5298
Mascotte,FL,28.5783,-81.8868
Montverde,FL,28.5875,-81.6803
Winter Park,FL,28.60475666,-81.33553363
Maitland,FL,28.62938584,-81.36191062
Bloomington,TX,28.6366,-96.8927
Goliad,TX,28.6431,-97.4437
Casselberry,FL,28.66007227,-81.31671933
Altamonte Springs,FL,28.6646785,-81.40282866
Oviedo,FL,28.67336726,-81.17914702
Winter Springs,FL,28.6812,-81.2763
Bushnell,FL,28.6833,-82.1646
Apopka,FL,28.69406628,-81.52357566
Mims,FL,28.701,-80.9319
Longwood,FL,28.71875294,-81.37619869
Crystal City,TX,28.7317,-99.7894
Eagle Pass,TX,28.735854,-100.453048
Dilley,TX,28.7416,-99.2253
Geneva,FL,28.7513,-81.1044
Homosassa,FL,28.75405161,-82.52686129
Palacios,TX,28.7575,-96.2523
Lake Mary,FL,28.7578,-81.3397
Tavares,FL,28.776,-81.7152
Leesburg,FL,28.80167767,-81.82943058
Sanford,FL,28.81493,-81.33946476
Sorrento,FL,28.8257,-81.4839
Inverness,FL,28.83243978,-82.3031828
Wildwood,FL,28.8405,-82.0504
Victoria,TX,28.85364229,-96.99435771
Osteen,FL,28.8558,-81.0603
Runge,TX,28.8633,-97.7059
Fruitland Park,FL,28.865,-81.9034
Pearsall,TX,28.8683,-99.1074
Eustis,FL,28.87691333,-81.65288
Lake Panasoffkee,FL,28.8791,-82.2193
Deltona,FL,28.89217151,-81.22035
DeBary,FL,28.8939,-81.3194
Crystal River,FL,28.90843636,-82.60658636
Oxford,FL,28.9165,-82.0951
Edgewater,FL,28.92720189,-80.90163396
Beverly Hills,FL,28.93403684,-82.47192895
The Villages,FL,28.9341,-81.9599
Lady Lake,FL,28.9352311,-81.97016825
Hernando,FL,28.9356,-82.3895
Orange City,FL,28.94086364,-81.30361636
Bay City,TX,28.94117143,-95.79665102
Freeport,TX,28.94901765,-95.4573
Pleasanton,TX,28.9492,-98.4316
Brazoria,TX,28.9715,-95.5786
Umatilla,FL,28.9822,-81.7351
New Smyrna Beach,FL,28.99172113,-80.99088169
Summerfield,FL,29.0071,-82.0513
Lake Jackson,TX,29.0322,-95.4699
Edna,TX,29.0352,-96.737
Poth,TX,29.0531,-98.0558
Deland,FL,29.05576497,-81.33054904
Belleview,FL,29.0563,-82.0257
Poteet,TX,29.068,-98.6498
Sweeny,TX,29.0718,-95.7552
Dunnellon,FL,29.08681538,-82.42514359
Ocklawaha,FL,29.0928,-81.9066
Inglis,FL,29.1027,-82.6771
Cuero,TX,29.1159,-97.2712
Port Orange,FL,29.11762222,-81.00494074
Floresville,TX,29.1191,-98.1733
Ocala,FL,29.15317002,-82.11931702
West Columbia,TX,29.1793,-95.7402
Somerset,TX,29.1827,-98.6809
Angleton,TX,29.18353,-95.45305
El Campo,TX,29.1886,-96.2973
Daytona Beach,FL,29.1916533,-81.03306604
Devine,TX,29.1945,-98.948
Natalia,TX,29.1986,-98.8461
Cedar Key,FL,29.2303,-82.9625
Silver Springs,FL,29.2461,-81.8653
Nixon,TX,29.2739,-97.7557
Galveston,TX,29.27463231,-94.82867436
Wharton,TX,29.2808,-96.0768
Atascosa,TX,29.2813,-98.7356
Liverpool,TX,29.285,-95.2681
Von Ormy,TX,29.2891,-98.6445
Hitchcock,TX,29.2897,-95.0207
Anthony,FL,29.3014,-82.1028
Ormond Beach,FL,29.30349483,-81.18193621
Adkins,TX,29.3412,-98.2343
Santa Fe,TX,29.34973134,-95.10523433
Uvalde,TX,29.35095,-99.82956538
Hallettsville,TX,29.3525,-96.8281
Alvin,TX,29.36748065,-95.25222903
Brackettville,TX,29.3678,-100.4145
La Marque,TX,29.3732,-95.0035
Buras,LA,29.3837,-89.5911
Hondo,TX,29.3877,-99.1683
Citra,FL,29.3882,-82.0878
Needville,TX,29.3905,-95.7479
Williston,FL,29.3992,-82.4455
Texas City,TX,29.40508585,-94.94360755
Bunnell,FL,29.4254,-81.3384
Saint Hedwig,TX,29.4379,-98.21
Galliano,LA,29.4388,-90.2915
Terlingua,TX,29.4518,-103.5845
Chauvin,LA,29.4519,-90.6159
Gonzales,TX,29.4529,-97.4757
Chiefland,FL,29.454,-82.87074545
Dickinson,TX,29.4568,-95.0185
Shiner,TX,29.4794,-97.1765
Port Sulphur,LA,29.4805,-89.694
Converse,TX,29.4886,-98.2735
San Antonio,TX,29.48886592,-98.47524044
Flagler Beach,FL,29.4931,-81.135
League City,TX,29.50749878,-95.08956569
Friendswood,TX,29.51453778,-95.19053778
Cut Off,LA,29.5167,-90.3079
Rosenberg,TX,29.5272,-95.8764
Kemah,TX,29.5332,-95.0215
Satsuma,FL,29.5408,-81.6552
Palm Coast,FL,29.540925,-81.20838512
Mico,TX,29.5441,-98.9231
Pearland,TX,29.54702225,-95.30299398
Webster,TX,29.5489,-95.1391
Missouri City,TX,29.54961227,-95.52187975
Archer,FL,29.5526,-82.5223
Concan,TX,29.5567,-99.7384
Old Town,FL,29.5688,-82.9886
Cibolo,TX,29.5689,-98.2229
Seguin,TX,29.5711,-97.9299
Larose,LA,29.5724,-90.3817
Seabrook,TX,29.5813,-95.0273
Richmond,TX,29.5822,-95.7608
Sugar Land,TX,29.5843458,-95.63350873
Schertz,TX,29.5892,-98.2939
Houma,LA,29.59788519,-90.73580952
Del Rio,TX,29.59974615,-100.8156615
Hawthorne,FL,29.6077,-82.074
Utopia,TX,29.6162,-99.5295
Interlachen,FL,29.6217,-81.8608
Cross City,FL,29.6245,-83.1432
Stafford,TX,29.62740732,-95.5620561
Newberry,FL,29.6313,-82.5814
Helotes,TX,29.6322,-98.7606
Weimar,TX,29.6371,-96.7253
Trenton,FL,29.6439,-82.737
Gainesville,FL,29.64608679,-82.3810761
Presidio,TX,29.6484,-104.2017
Pasadena,TX,29.67692943,-95.17848354
Schulenburg,TX,29.6791,-96.9357
Palatka,FL,29.68212692,-81.68864231
La Porte,TX,29.68803214,-95.06030714
East Palatka,FL,29.6895,-81.5778
Hastings,FL,29.6906,-81.4065
Berwick,LA,29.6909,-91.2426
Anahuac,TX,29.69146,-94.65435
Morgan City,LA,29.69969231,-91.06912308
Fulshear,TX,29.7018,-95.9138
Patterson,LA,29.703,-91.3048
New Braunfels,TX,29.71726241,-98.09779007
Steinhatchee,FL,29.7211,-83.466
Raceland,LA,29.722,-90.6167
Bandera,TX,29.7331,-99.1294
Galena Park,TX,29.7334,-95.2339
Pipe Creek,TX,29.734,-98.919
Apalachicola,FL,29.7435,-85.02435
Franklin,LA,29.7521,-91.4813
Bulverde,TX,29.7638,-98.4613
Columbus,TX,29.7679,-96.5874
Florahome,FL,29.7702,-81.8558
Katy,TX,29.77548038,-95.7856126
Houston,TX,29.7774937,-95.45122045
Sealy,TX,29.7784,-96.1817
Baytown,TX,29.77897847,-94.96099469
Belle Chasse,LA,29.7813,-90.0444
Labadieville,LA,29.787,-90.9714
Channelview,TX,29.7908,-95.1091
Leakey,TX,29.8005,-99.7602
Thibodaux,LA,29.8025398,-90.79943571
Alachua,FL,29.81192364,-82.48849636
Winnie,TX,29.8152,-94.401
Medina,TX,29.8188,-99.3632
Des Allemands,LA,29.8217,-90.4149
Keystone Heights,FL,29.8228,-81.9648
Marrero,LA,29.8256,-90.1211
Highlands,TX,29.8283,-95.0467
Luling,LA,29.8291,-90.3166
High Springs,FL,29.83211053,-82.5858
Harvey,LA,29.84927465,-90.06349718
Rosanky,TX,29.8514,-97.3524
Cameron,LA,29.852,-93.6232
Boerne,TX,29.85463878,-98.70511837
San Marcos,TX,29.87306124,-98.01287442
Hampton,FL,29.8774,-82.1739
Saint Augustine,FL,29.8790313,-81.36659178
Comstock,TX,29.87933333,-101.3334
Napoleonville,LA,29.8853,-91.018
Pierre Part,LA,29.8868,-91.1964
Boutte,LA,29.8876,-90.3929
Gretna,LA,29.89488447,-90.03475049
Lockhart,TX,29.8973,-97.6783
Violet,LA,29.9011,-89.8956
Spring Branch,TX,29.9082,-98.4372
Jeanerette,LA,29.9083,-91.6802
Canyon Lake,TX,29.9105,-98.1723
Erath,LA,29.9126,-92.042
Abbeville,LA,29.91359808,-92.209525
Carrabelle,FL,29.9153,-84.5817
Westwego,LA,29.918,-90.2033
Crosby,TX,29.9234,-95.0578
Starke,FL,29.9254,-82.0791
Dale,TX,29.926,-97.5644
West Point,TX,29.9283,-97.0283
Meraux,LA,29.9313,-89.9228
Port Arthur,TX,29.93496216,-93.89237568
Fort White,FL,29.9397,-82.7005
Fayetteville,TX,29.9403,-96.6844
La Grange,TX,29.9409,-96.8772
Green Cove Springs,FL,29.943,-81.7433
Groves,TX,29.9446,-93.9175
Chalmette,LA,29.9566,-89.9642
Fischer,TX,29.9627,-98.2089
Hackberry,LA,29.9647,-93.4296
New Orleans,LA,29.96590338,-90.07844564
Destrehan,LA,29.9671,-90.3606
Comfort,TX,29.9677,-98.905
Arabi,LA,29.9681,-89.9853
Smithville,TX,29.9742,-97.212
Cypress,TX,29.97647659,-95.69051964
New Iberia,LA,29.97905902,-91.83132459
Port Neches,TX,29.9801,-93.9587
Nederland,TX,29.9804,-94.0027
Alpine,TX,29.98235385,-103.4831154
Kaplan,LA,29.9845,-92.3224
Wewahitchka,FL,29.9852,-85.1951
Kyle,TX,29.9893,-97.8572
Metairie,LA,29.99880563,-90.17318113
Humble,TX,30.00528316,-95.22023772
Kenner,LA,30.01750268,-90.25106429
Panacea,FL,30.023,-84.4067
Wimberley,TX,30.0279,-98.1179
Lake Butler,FL,30.0317,-82.3904
Kingwood,TX,30.0336,-95.261
Perry,FL,30.03770968,-83.57524194
O'Brien,FL,30.044,-82.9485
Kerrville,TX,30.04527333,-99.16727
Dayton,TX,30.0454,-94.9058
Hockley,TX,30.0551,-95.8187
Paulina,LA,30.06,-90.7332
Hempstead,TX,30.0612,-96.0704
Gramercy,LA,30.0613,-90.6936
Garyville,LA,30.0687,-90.609
Beaumont,TX,30.06883727,-94.17593579
Huffman,TX,30.0698,-95.1105
Youngsville,LA,30.0771,-92.0137
Buda,TX,30.0787,-97.8341
Middleburg,FL,30.0829551,-81.86297347
Tomball,TX,30.0839,-95.63833333
Liberty,TX,30.0929,-94.7425
Cedar Creek,TX,30.0942,-97.4918
Blanco,TX,30.098,-98.4214
Orange,TX,30.1020791,-93.85383582
Spring,TX,30.10690917,-95.47395808
Ponte Vedra Beach,FL,30.10861724,-81.35468966
Porter,TX,30.1094,-95.2519
Ingram,TX,30.1134,-99.3234
Carmine,TX,30.1264,-96.6997
Orange Park,FL,30.12800863,-81.75236316
Chappell Hill,TX,30.1327,-96.2438
Bastrop,TX,30.1406,-97.3275
Lake City,FL,30.14528462,-82.63721731
Del Valle,TX,30.1518,-97.5904
Pinehurst,TX,30.1546,-95.6648
Crawfordville,FL,30.1755,-84.3386
Burton,TX,30.1766,-96.6337
Sour lake,TX,30.1782,-94.4222
Vidor,TX,30.17980455,-94.01005909
Marfa,TX,30.1828,-104.3885
Magnolia,TX,30.1871442,-95.69333696
New Caney,TX,30.1873,-95.1469
Vinton,LA,30.1875,-93.5964
Lafayette,LA,30.19079351,-92.04514239
Plaquemine,LA,30.19300476,-91.31982381
Lake Charles,LA,30.19396904,-93.22291734
Brenham,TX,30.19704468,-96.38843191
Panama City,FL,30.20772995,-85.62376675
Gonzales,LA,30.21463846,-90.93991888
Rayne,LA,30.2161,-92.2675
Crowley,LA,30.2211,-92.3801
Dripping Springs,TX,30.2257,-98.1268
Ponte Vedra,FL,30.2275,-81.3801
Sulphur,LA,30.23088043,-93.41693696
Lumberton,TX,30.2311,-94.2066
Lynn Haven,FL,30.2332,-85.6423
Egan,LA,30.2349,-92.4515
Saint Amant,LA,30.2368,-90.7975
Westlake,LA,30.2413,-93.269
Iowa,LA,30.2435,-93.0092
Pearlington,MS,30.2463,-89.603
Dauphin Island,AL,30.247,-88.1939
Fredericksburg,TX,30.2481,-98.906
Splendora,TX,30.2509,-95.1994
Gulf Shores,AL,30.250995,-87.68415
Jacksonville,FL,30.26690468,-81.61637283
Bay Saint Louis,MS,30.27298182,-89.44345455
Slidell,LA,30.27322745,-89.77182255
Live Oak,FL,30.27735974,-83.02021169
Conroe,TX,30.27873413,-95.45502673
Orange Beach,AL,30.2802,-87.5918
Jacksonville Beach,FL,30.28052941,-81.40465
Waveland,MS,30.2852,-89.3783
Breaux Bridge,LA,30.2853,-91.7987
Panama City Beach,FL,30.28921333,-85.81383667
Prairieville,LA,30.2974,-90.8657
Austin,TX,30.30846944,-97.76011171
Johnson City,TX,30.3157,-98.3944
Neptune Beach,FL,30.3159,-81.4145
Harper,TX,30.3171,-99.3126
Carencro,LA,30.336,-92.0465
Elgin,TX,30.3368,-97.3446
Iota,LA,30.3417,-92.5205
Manor,TX,30.3419,-97.5328
Kountze,TX,30.3538,-94.3882
Santa Rosa Beach,FL,30.3544,-86.1594
Cleveland,TX,30.35968125,-95.05268125
Atlantic Beach,FL,30.3607,-81.4262
Pascagoula,MS,30.36121765,-88.52216471
Navasota,TX,30.3706,-96.0565
Long Beach,MS,30.3749,-89.1785
Springfield,LA,30.3772,-90.5646
Diamondhead,MS,30.3826,-89.373
Gulf Breeze,FL,30.3843725,-87.016175
Brusly,LA,30.3853,-91.2749
Miramar Beach,FL,30.3909,-86.3161
Mandeville,LA,30.39100748,-90.03365442
Destin,FL,30.39798354,-86.4573
Buna,TX,30.3991,-93.9088
Hosford,FL,30.4004,-84.7623
Youngstown,FL,30.4005,-85.5151
Ponchatoula,LA,30.4009,-90.3936
Livingston,LA,30.4027,-90.731
Foley,AL,30.4066,-87.6836
Elberta,AL,30.4078,-87.5553
Mary Esther,FL,30.4087,-86.7569
Bryceville,FL,30.41,-81.9467
Round Mountain,TX,30.4104,-98.2836
Montgomery,TX,30.41326429,-95.70465714
Lexington,TX,30.4151,-97.0479
Dequincy,LA,30.4172,-93.3907
Church Point,LA,30.4187,-92.2199
Madisonville,LA,30.4217,-90.1956
Gautier,MS,30.4224,-88.6527
Sonora,TX,30.4264,-100.5385
Baton Rouge,LA,30.42736711,-91.08695573
Somerville,TX,30.4294,-96.517
Pearl River,LA,30.4319,-89.794
Fort Walton Beach,FL,30.43837778,-86.6292269
Ocean Springs,MS,30.43996197,-88.75735634
Pflugerville,TX,30.44156452,-97.59894516
Gulfport,MS,30.44264889,-89.12384593
D'Iberville,MS,30.4438,-88.9008
Spicewood,TX,30.44603684,-98.13584211
Navarre,FL,30.4467,-86.875
Kiln,MS,30.4481,-89.4437
Willis,TX,30.452112,-95.449708
Biloxi,MS,30.45550769,-88.95695604
Port Allen,LA,30.4595,-91.3428
Lago Vista,TX,30.4602,-97.9883
Silsbee,TX,30.4611,-94.1611
Pensacola,FL,30.46293538,-87.26545409
Pass Christian,MS,30.4672,-89.2763
Shalimar,FL,30.4692,-86.5791
Freeport,FL,30.4711,-86.1552
Monticello,FL,30.4721,-83.7758
Tallahassee,FL,30.47439335,-84.25529035
Eunice,LA,30.475,-92.422
Summerdale,AL,30.4759,-87.6957
Denham Springs,LA,30.47846961,-90.90102044
Irvington,AL,30.4789,-88.2302
Fairhope,AL,30.4804,-87.86632083
Krotz Springs,LA,30.4817,-91.7735
Shepherd,TX,30.4828,-94.9747
Hammond,LA,30.48724524,-90.47692917
Abita Springs,LA,30.4904,-89.9549
Grand Bay,AL,30.4922,-88.3313
Covington,LA,30.49262469,-90.13192037
Ragley,LA,30.4958,-93.1548
Junction,TX,30.4995,-99.7923
Jasper,FL,30.4998,-82.962
Cedar Park,TX,30.49983506,-97.80827857
Valparaiso,FL,30.5,-86.5227
Moss Point,MS,30.5027069,-88.5071
Theodore,AL,30.50497333,-88.14427
Niceville,FL,30.5074,-86.49136
Altha,FL,30.5148,-85.1605
Robert,LA,30.5238,-90.304
Leander,TX,30.52414505,-97.92676216
Silverhill,AL,30.5282,-87.7632
Opelousas,LA,30.5335,-92.11511364
Picayune,MS,30.5354,-89.46
Kinder,LA,30.5363,-92.9054
Quincy,FL,30.53818182,-84.68030909
Round Rock,TX,30.54018385,-97.66624923
Hutto,TX,30.5427,-97.5467
Walker,LA,30.5449,-90.8083
Holden,LA,30.5464,-90.6725
New Waverly,TX,30.5519,-95.4311
Caldwell,TX,30.555,-96.6919
Port Barre,LA,30.558,-91.9266
Jennings,FL,30.5583,-83.1642
Marble Falls,TX,30.56656,-98.30831143
Callahan,FL,30.5671,-81.8388
Ozona,TX,30.575,-101.3596
Watson,LA,30.5757,-90.9532
Baker,LA,30.5841,-91.1298
Taylor,TX,30.5852,-97.3738
Goodrich,TX,30.5889,-94.9319
College Station,TX,30.59415383,-96.30467468
Havana,FL,30.5946,-84.399
Livonia,LA,30.5977,-91.5435
Bush,LA,30.6015,-89.9627
Fernandina Beach,FL,30.60200435,-81.52687174
Saucier,MS,30.6055,-89.1075
Daphne,AL,30.6061,-87.858
Warren,TX,30.6077,-94.4163
Robertsdale,AL,30.6121,-87.5653
Cantonment,FL,30.61563778,-87.31672889
Thorndale,TX,30.6262,-97.1648
Dallardsville,TX,30.6285,-94.6319
Folsom,LA,30.6302,-90.1873
Chipley,FL,30.6344,-85.5948
Independence,LA,30.6372,-90.5493
Zachary,LA,30.6379,-91.1797
Spurger,TX,30.6387,-94.1663
Carriere,MS,30.6433,-89.6582
Rockdale,TX,30.6448,-97.0448
Yulee,FL,30.64527547,-81.62901698
Chattahoochee,FL,30.6497,-84.799
Georgetown,TX,30.65738063,-97.67511982
Washington,LA,30.6661,-92.0426
